Key,Description,ChineseSimplified,ChineseTraditional,English,Japanese,Korean,French,German,Spanish,Russian,Portuguese,Italian,Arabic,Thai,Vietnamese,Turkish,Polish,Dutch,Indonesian
"NEW_KEY_1","","","","","","","","","","","","","","","","","","",""
